TRUE,craiya,pacren,Highkeep,Carol Conservative Research Institute,Religious Corporate ,Conservative Foreign Policy ,Highkeep,North atron,vedrijan,81.0 27.0 47.83366478196913 -168.0 22.0 24.347602739978253,130 N pruil shium Road
TRUE,edriawana,spoy strela,iupreosal,Sophie Foreign Policy Think Tank,Government Corporate Corporate ,Radical Right Foreign Policy ,iupreosal,treiria,ewhurg,91.0 4.0 38.43281425462667 -50.0 6.0 39.41877190957087,191 N osnyae Lane
TRUE,craiya,swaeq sneau,snoera,Elizabeth Hard Science Council,Independent ,Neutral Hard Science ,snoera,blob skos,claog fleau,234.0 20.0 45.789242065661256 -81.0 44.0 16.331610800394184,286osnyae
TRUE,craiya,pacren,eshington,Gale Neutral Think Tank,Religious ,Neutral Foreign Policy ,eshington,swoe stror,sceuw chax,177.0 17.0 6.895173625560384 -201.0 36.0 43.32859591400383,307 S eshistan Road
TRUE,edriawana,atron,claog fleau,Terry Radical Right Watch,Corporate Government ,Radical Right Hard Science ,claog fleau,eshington,blob skos,169.0 0.0 38.596156170585544 -65.0 14.0 2.8918170819040863,292 N iupreosal
TRUE,craiya,spoy strela,iupreosal,Jason Hard Science Institute,Government ,Radical Right Hard Science ,iupreosal,East fleisau,spoy strela,335.0 27.0 24.469603584717735 -298.0 46.0 29.313566479737933,141muchaecia Road
TRUE,edriawana,friysil,craorhiel,Jameson Radical Left Watch,Independent ,Radical Left Foreign Policy ,craorhiel,qotria,zaspoassau,227.0 3.0 55.77328460878272 -50.0 54.0 24.59656864825096,220 S fleisau
TRUE,craiya,swaeq sneau,oskait,Sophie Social Science Think Tank,Government ,Radical Right Social Science ,oskait,othurg,edriawana,148.0 48.0 52.62545672636987 -124.0 45.0 3.123823127331851,153 N apreyles Lane
TRUE,craiya,priestein,West stroum chus,Sophie Hard Science Council,Corporate Religious ,Conservative Hard Science ,West stroum chus,blob skos,sceuw chax,280.0 55.0 6.470527949842278 -299.0 36.0 55.00143974478245,1xusheurhiel Road
TRUE,craiya,priestein,West stroum chus,Lee Radical Right Think Tank,Government Corporate ,Radical Right Foreign Policy ,West stroum chus,South guswouca,snoera,109.0 19.0 17.808111088376084 -125.0 50.0 29.688768543665873,216 E astrurg
TRUE,craiya,pacren,eshington,Darol Social Science Research Institute,Religious Corporate ,Radical Left Social Science ,eshington,gopruyvania,edriawana,38.0 49.0 33.68555316278863 -313.0 27.0 4.288336328024806,308guswouca
TRUE,craiya,iupreosal,swaeq sneau,Jason Neutral Institute,Corporate Religious ,Neutral Hard Science ,swaeq sneau,iofliuland,gescialand,96.0 3.0 54.071924375041206 -56.0 10.0 31.70734534448851,308edriawana Lane
TRUE,edriawana,friysil,craorhiel,Lee Foreign Policy Think Tank,Religious ,Conservative Foreign Policy ,craorhiel,atren,zaspoassau,289.0 33.0 56.685522904686316 -28.0 9.0 21.5961419024129,20 S treiria Road
TRUE,edriawana,iofliuland,stoydan,Ebzen Conservative Think Tank,Government Religious Religious ,Conservative Foreign Policy ,stoydan,glaynia,osken,106.0 53.0 25.78604705703411 -264.0 17.0 19.60881637799439,175 N Griffinton Street
TRUE,edriawana,xusheurhiel,muchaecia,Hannah Social Science Research Institute,Government ,Neutral Social Science ,muchaecia,atron,staoz flurg,245.0 48.0 6.999985648792603 -215.0 34.0 21.758019198209904,351 N stoydan
TRUE,edriawana,boclain,astrurg,Lee Nationalist Watch,Corporate Corporate ,Nationalist Social Science ,astrurg,blaonia,greom clax,339.0 46.0 16.520998235267676 -47.0 52.0 18.356259978887145,17 N stoydan Street
TRUE,edriawana,priestein,bleuv smana,Gene Nationalist Research Institute,Government Religious ,Nationalist Foreign Policy ,bleuv smana,pruil shium,swaeq sneau,10.0 58.0 42.685487812297346 -111.0 53.0 5.902615176454134,309 E osmurg Lane
TRUE,edriawana,iofliuland,craiya,Elizabeth Radical Left Institute,Corporate Religious Religious ,Radical Left Foreign Policy ,craiya,craorhiel,echya,123.0 59.0 43.73255282268792 -243.0 16.0 38.829905982922206,323 N astrurg Lane
TRUE,craiya,East xusheurhiel,bleuv smana,Jameson Radical Left Research Institute,Corporate Religious Corporate ,Radical Left Foreign Policy ,bleuv smana,South ewhurg,echya,320.0 19.0 11.927313811993685 -288.0 58.0 37.62711788386221,259 N osnyae Street
TRUE,edriawana,gescialand,uthiulor,Sophie Hard Science Think Tank,Government Religious ,Nationalist Hard Science ,uthiulor,East Westerwynne,spoy strela,149.0 29.0 26.859417739728784 -119.0 27.0 43.84384667263018,96 E Highkeep Lane
TRUE,edriawana,zaspoassau,sceuw chax,Borris Nationalist Watch,Independent ,Nationalist Hard Science ,sceuw chax,craiya,steitho,144.0 57.0 40.183217587899996 -107.0 8.0 13.689957543312904,351 S North staoz flurg Road
TRUE,craiya,pacren,pacren,Betsy Social Science Think Tank,Corporate Corporate Government ,Nationalist Social Science ,pacren,East stoydan,steitho,211.0 23.0 48.36806514046286 -141.0 35.0 17.40853379779025,347 N xusheurhiel Road
TRUE,edriawana,spoy strela,rochein,Borris Conservative Research Institute,Religious ,Conservative Hard Science ,rochein,athon,swaeq sneau,60.0 21.0 10.053120784766083 -86.0 43.0 53.653020401757885,307boclain Road
TRUE,edriawana,zaspoassau,othurg,Anna Social Science Council,Independent ,Nationalist Social Science ,othurg,uthiulor,iupreosal,130.0 32.0 37.333790367100015 -47.0 34.0 40.21726424580201,280 S ostryae Street
TRUE,edriawana,xusheurhiel,atren,Rose Radical Right Institute,Religious Religious Religious ,Radical Right Foreign Policy ,atren,qotria,glaynia,71.0 53.0 2.573705100425832 -312.0 43.0 33.00579673957106,270 S iupreosal Road
TRUE,craiya,priestein,West stroum chus,Paul Social Science Council,Government Religious ,Radical Left Social Science ,West stroum chus,craorhiel,fleisau,349.0 13.0 37.86168694543138 -204.0 20.0 41.37665560301422,58ogrya Road
TRUE,edriawana,iofliuland,craiya,Rock Radical Left Think Tank,Religious Government ,Radical Left Foreign Policy ,craiya,rochein,echya,45.0 5.0 15.735007669860213 -334.0 37.0 9.156875997297211,273 E iofliuland Street
TRUE,edriawana,priestein,staoz flurg,James Hard Science Watch,Religious Religious Government ,Radical Right Hard Science ,staoz flurg,atron,edriawana,243.0 21.0 43.439941128189844 -250.0 42.0 8.200214560268963,352 E Griffinton Lane
TRUE,edriawana,friysil,craorhiel,Woolley Hard Science Think Tank,Corporate ,Neutral Hard Science ,craorhiel,qotria,zaspoassau,30.0 51.0 6.803333595413241 -204.0 42.0 16.613722137947477,182East qotria Lane
TRUE,craiya,priestein,West stroum chus,Mera Radical Right Council,Government Government Government ,Radical Right Foreign Policy ,West stroum chus,swoe stror,snoera,71.0 49.0 52.709217764448745 -261.0 15.0 27.323968125809103,98pacren Street
TRUE,edriawana,gescialand,uthiulor,Borris Foreign Policy Watch,Independent ,Nationalist Foreign Policy ,uthiulor,iethana,claog fleau,197.0 2.0 36.31875192796232 -52.0 15.0 15.994832245947295,92 E athon Road
TRUE,craiya,East xusheurhiel,vedrijan,Gene Radical Left Council,Religious Government ,Radical Left Foreign Policy ,vedrijan,priestein,edriawana,72.0 12.0 0.8759826164164038 -223.0 1.0 54.575336113014984,130 N guswouca Street
TRUE,craiya,priestein,West stroum chus,Gale Social Science Think Tank,Independent ,Neutral Social Science ,West stroum chus,pruil shium,sceuw chax,334.0 17.0 0.9946444484927558 -217.0 55.0 23.74386873763834,203 E blaonia Lane
TRUE,craiya,swaeq sneau,gopruyvania,Gene Hard Science Watch,Independent ,Conservative Hard Science ,gopruyvania,pacren,fleisau,164.0 57.0 24.57193322563921 -85.0 12.0 45.989735613278214,158 E apreyles
TRUE,edriawana,stoydan,rochein,Anna Foreign Policy Think Tank,Corporate Corporate ,Radical Left Foreign Policy ,rochein,spoy strela,oskait,259.0 27.0 17.710075053174606 -283.0 26.0 42.50248874046864,151 S pacren Road
TRUE,edriawana,boclain,atron,Lee Hard Science Institute,Independent ,Neutral Hard Science ,atron,echya,steitho,253.0 44.0 8.146386556815594 -51.0 39.0 42.539099120829654,82 E zaspoassau Street
TRUE,craiya,pacren,oskait,Lee Hard Science Research Institute,Corporate Corporate Government ,Conservative Hard Science ,oskait,osmurg,edriawana,241.0 41.0 31.446832580537784 -352.0 37.0 27.16421375921756,281 N treiria Lane
TRUE,edriawana,friysil,craorhiel,Jason Radical Right Think Tank,Religious ,Radical Right Hard Science ,craorhiel,blaonia,odriasia,57.0 33.0 39.02708353586488 -252.0 14.0 11.059215027899937,182 E gopruyvania Street
TRUE,edriawana,gescialand,uthiulor,Hannah Radical Left Council,Independent ,Radical Left Social Science ,uthiulor,koflurg,odriasia,110.0 58.0 3.2157075674919393 -97.0 2.0 1.8154618363960653,145 E South greom clax
TRUE,edriawana,spoy strela,rochein,Paul Social Science Watch,Corporate ,Conservative Social Science ,rochein,osken,vedrijan,135.0 57.0 46.29831937849883 -120.0 17.0 23.941778808741386,233iethana Road
TRUE,edriawana,spoy strela,rochein,Robert Radical Left Institute,Corporate Government ,Radical Left Foreign Policy ,rochein,apreyles,stroum chus,193.0 28.0 58.885956233001046 -313.0 40.0 1.3322727842739728,115 S apreyles
TRUE,edriawana,boclain,oskait,Rock Social Science Council,Religious ,Nationalist Social Science ,oskait,friysil,East craorhiel,129.0 14.0 56.85194530777932 -244.0 30.0 47.17496213439103,141eshistan
TRUE,craiya,priestein,West stroum chus,Robert Conservative Watch,Government ,Conservative Hard Science ,West stroum chus,craiya,echya,76.0 19.0 58.15302877627989 -112.0 42.0 51.049618044434006,172 S koflurg Street
TRUE,edriawana,spoy strela,blaonia,Woolley Foreign Policy Council,Religious Religious Government ,Nationalist Foreign Policy ,blaonia,snoera,eshington,52.0 37.0 5.06876451355826 -78.0 49.0 11.564516962689003,114 E greom clax
TRUE,craiya,East xusheurhiel,bleuv smana,Hannah Foreign Policy Think Tank,Independent ,Radical Left Foreign Policy ,bleuv smana,ogrya,South staoz flurg,350.0 57.0 11.553214436157399 -187.0 2.0 32.300523808813544,131 N muchaecia
TRUE,craiya,muchaecia,blob skos,Paul Hard Science Watch,Independent ,Neutral Hard Science ,blob skos,osken,swoe stror,119.0 30.0 44.1036638238276 -173.0 28.0 16.295581075862923,82Highkeep
TRUE,edriawana,atron,sceuw chax,Anna Social Science Council,Corporate ,Radical Left Social Science ,sceuw chax,fleis flye,gescialand,16.0 51.0 8.164479271902259 -285.0 25.0 37.598627098170375,351 E North blaonia
TRUE,edriawana,gescialand,uthiulor,Elizabeth Nationalist Think Tank,Independent ,Nationalist Hard Science ,uthiulor,bleuv smana,athon,88.0 49.0 6.787335226024755 -289.0 8.0 40.0128182201518,352 N astrurg Street
TRUE,edriawana,atron,stiuca,Jameson Social Science Institute,Independent ,Radical Left Social Science ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,craiya,East xusheurhiel,glaynia,Dorris Foreign Policy Research Institute,Corporate ,Radical Left Foreign Policy ,glaynia,snoera,osken,41.0 42.0 39.07553357655954 -251.0 32.0 54.85081839287249,86 E North guswouca Street
TRUE,craiya,pacren,muchaecia,Woolley Foreign Policy Research Institute,Government Government Government ,Neutral Foreign Policy ,muchaecia,priestein,North uthiulor,10.0 36.0 29.770562613673 -251.0 0.0 39.461038881746575,147craiya Lane
TRUE,edriawana,priestein,bleuv smana,Lee Radical Left Research Institute,Independent ,Radical Left Hard Science ,bleuv smana,pruil shium,swaeq sneau,106.0 8.0 18.710513101956437 -315.0 51.0 28.953330348183364,100qotria Lane
TRUE,craiya,muchaecia,blob skos,Robert Foreign Policy Institute,Religious ,Nationalist Foreign Policy ,blob skos,xusheurhiel,East priestein,335.0 41.0 38.85142772140258 -118.0 30.0 34.553954762500354,300 N blaonia
TRUE,craiya,muchaecia,blob skos,Rock Hard Science Think Tank,Government Corporate ,Neutral Hard Science ,blob skos,Westerwynne,North glaynia,143.0 16.0 40.664706120488994 -192.0 24.0 18.53018687931165,104stroum chus Road
TRUE,craiya,pacren,osmurg,Gene Conservative Think Tank,Government Corporate ,Conservative Social Science ,osmurg,ogrya,claog fleau,302.0 57.0 50.46474542125949 -336.0 38.0 12.575448514579858,354 S priestein
TRUE,edriawana,stoydan,pruil shium,Woolley Neutral Institute,Government ,Neutral Foreign Policy ,pruil shium,jotra,fleisau,104.0 15.0 23.34982808012996 -353.0 27.0 58.745431613631055,125 S muchaecia Street
TRUE,edriawana,spoy strela,blaonia,Carol Neutral Council,Independent ,Neutral Foreign Policy ,blaonia,East Highkeep,osnyae,331.0 31.0 51.58367235913662 -165.0 15.0 49.72895985430813,49 E sceuw chax Road
TRUE,craiya,muchaecia,blob skos,Jason Social Science Council,Religious Government ,Nationalist Social Science ,blob skos,qotria,odriasia,94.0 43.0 38.90756021960395 -283.0 3.0 41.703879755185056,9 N atren
TRUE,edriawana,friysil,craorhiel,Terry Foreign Policy Watch,Religious Corporate ,Radical Right Foreign Policy ,craorhiel,gopruyvania,zaspoassau,105.0 37.0 29.84713522578902 -301.0 39.0 21.756807024657586,34 E jotra Lane
TRUE,edriawana,claog fleau,koflurg,Dorris Social Science Council,Religious Corporate Religious ,Neutral Social Science ,koflurg,pacren,ewhurg,205.0 43.0 29.23707552332722 -120.0 8.0 3.8037017516194034,348 E zaspoassau Road
TRUE,edriawana,priestein,bleuv smana,Anna Conservative Research Institute,Corporate Government Government ,Conservative Social Science ,bleuv smana,athon,steitho,92.0 8.0 48.2694409172765 -132.0 41.0 42.84751111372859,213swoe stror Street
TRUE,edriawana,boclain,astrurg,Borris Foreign Policy Research Institute,Corporate Corporate ,Radical Right Foreign Policy ,astrurg,blaonia,greom clax,222.0 14.0 40.66681886063747 -69.0 43.0 34.79146467071327,183blob skos Lane
TRUE,craiya,spoy strela,atron,Jason Social Science Watch,Religious Religious ,Neutral Social Science ,atron,rochein,iupreosal,356.0 29.0 25.31071659004057 -240.0 56.0 43.39114380297308,9atron Lane
TRUE,craiya,East xusheurhiel,snoera,Elizabeth Social Science Institute,Government Religious Religious ,Radical Right Social Science ,snoera,steitho,vedrijan,284.0 36.0 33.57607510954097 -257.0 5.0 5.495630935337792,264 N bleuv smana Lane
TRUE,craiya,spoy strela,East koflurg,Robert Radical Left Watch,Corporate Corporate Corporate ,Radical Left Social Science ,East koflurg,stroum chus,North guswouca,149.0 4.0 12.909946078249774 -281.0 53.0 39.71711925199165,147 N snoera Road
TRUE,edriawana,atron,stiuca,Anna Radical Right Council,Government ,Radical Right Foreign Policy ,stiuca,iupreosal,fleis flye,61.0 50.0 46.07644257418668 -349.0 16.0 35.78431199643265,3 E treiria Lane
TRUE,craiya,muchaecia,blob skos,Ebzen Social Science Council,Religious ,Nationalist Social Science ,blob skos,astrurg,ogrya,19.0 22.0 21.152106649727365 -73.0 27.0 14.297170139089001,131 N treiria Road
TRUE,craiya,swaeq sneau,Westerwynne,Carol Nationalist Think Tank,Independent ,Nationalist Foreign Policy ,Westerwynne,ostryae,koflurg,179.0 30.0 46.40727968149582 -164.0 30.0 15.320352515087901,148 N ostryae Lane
TRUE,craiya,muchaecia,blob skos,Gale Nationalist Institute,Independent ,Nationalist Hard Science ,blob skos,uthiulor,claog fleau,333.0 20.0 2.9700301311839956 -330.0 4.0 22.89147610454737,153 S steitho
TRUE,edriawana,atron,stiuca,Carol Hard Science Institute,Corporate ,Neutral Hard Science ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,edriawana,zaspoassau,stoydan,Darol Social Science Think Tank,Government ,Neutral Social Science ,stoydan,ostryae,atron,162.0 46.0 6.609951156239921 -156.0 58.0 28.117895796664975,272 N echya Road
TRUE,craiya,spoy strela,ostryae,Gale Foreign Policy Research Institute,Independent ,Radical Left Foreign Policy ,ostryae,guswouca,sceuw chax,218.0 35.0 21.28350466618703 -1.0 44.0 10.106115851172744,341 N rochein Road
TRUE,craiya,priestein,West stroum chus,Paul Radical Left Council,Government Corporate ,Radical Left Foreign Policy ,West stroum chus,Westerwynne,sceuw chax,119.0 45.0 33.34301249759131 -238.0 40.0 9.553726542591482,191 N ostryae Lane
TRUE,edriawana,boclain,oskait,Jason Foreign Policy Watch,Religious Religious ,Neutral Foreign Policy ,oskait,stoydan,eshington,327.0 12.0 11.311156891203302 -356.0 35.0 0.4225226045354643,115blob skos Lane
TRUE,edriawana,atron,sceuw chax,Woolley Radical Left Research Institute,Government ,Radical Left Foreign Policy ,sceuw chax,ogrya,iofliuland,337.0 46.0 26.78013372951489 -290.0 52.0 54.52205335493112,147 E North fleis flye Lane
TRUE,craiya,East xusheurhiel,fleisau,Sophie Neutral Watch,Government ,Neutral Foreign Policy ,fleisau,edriawana,uthiulor,21.0 53.0 21.383736811990328 -212.0 25.0 6.139890402113342,14 N stiuca Lane
TRUE,edriawana,friysil,craorhiel,Gale Neutral Watch,Independent ,Neutral Foreign Policy ,craorhiel,stiuca,osmurg,133.0 24.0 39.93558618951102 -260.0 27.0 31.78684099052568,153 S fleis flye Road
TRUE,edriawana,atron,stiuca,Terry Foreign Policy Institute,Religious ,Conservative Foreign Policy ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,craiya,swaeq sneau,gopruyvania,Hannah Radical Left Council,Government Corporate ,Radical Left Social Science ,gopruyvania,eshistan,fleisau,5.0 44.0 31.00675541130129 -7.0 15.0 35.588394394872836,90 S pacren
TRUE,craiya,iupreosal,swaeq sneau,Carol Neutral Research Institute,Government ,Neutral Hard Science ,swaeq sneau,pruil shium,uthiulor,325.0 51.0 43.19746158446863 -231.0 8.0 50.45370732840743,104 E pacren Street
TRUE,edriawana,atron,claog fleau,James Social Science Council,Religious Government ,Nationalist Social Science ,claog fleau,stiuca,North oskait,36.0 2.0 51.348736034531925 -72.0 40.0 10.439195294209936,103 N xusheurhiel Street
TRUE,edriawana,zaspoassau,othurg,Lee Neutral Council,Corporate Religious ,Neutral Hard Science ,othurg,gopruyvania,eshistan,48.0 58.0 55.30183650176512 -336.0 8.0 27.45014803226036,130 E craorhiel Street
TRUE,craiya,muchaecia,blob skos,Anna Nationalist Watch,Religious Corporate ,Nationalist Foreign Policy ,blob skos,bleuv smana,swoe stror,218.0 34.0 47.98031773246113 -124.0 32.0 0.5108380277386732,61 S treiria Lane
TRUE,edriawana,zaspoassau,stoydan,Hannah Nationalist Watch,Independent ,Nationalist Hard Science ,stoydan,craorhiel,iupreosal,46.0 44.0 39.700080800301656 -0.0 48.0 43.90410609717271,336 E eshistan Lane
TRUE,edriawana,claog fleau,odriasia,Carol Hard Science Council,Independent ,Nationalist Hard Science ,odriasia,blob skos,West blob skos,191.0 47.0 3.644813400628375 -61.0 40.0 4.91630854968229,114Griffinton Lane
TRUE,craiya,priestein,West stroum chus,Gene Foreign Policy Institute,Government Corporate ,Radical Right Foreign Policy ,West stroum chus,athon,fleisau,98.0 19.0 53.864274082116296 -301.0 29.0 32.42155605560996,333stoydan Road
TRUE,craiya,swaeq sneau,snoera,Woolley Neutral Council,Independent ,Neutral Foreign Policy ,snoera,swoe stror,iethana,200.0 9.0 57.607522979127225 -271.0 38.0 52.67717475242752,92 E fleisau Street
TRUE,craiya,swaeq sneau,snoera,Terry Social Science Council,Government ,Conservative Social Science ,snoera,muchaecia,iethana,48.0 26.0 3.2565700981824763 -218.0 33.0 37.31102341506557,202 N steitho
TRUE,edriawana,boclain,oskait,Gale Conservative Research Institute,Corporate Corporate ,Conservative Foreign Policy ,oskait,blob skos,fleisau,193.0 58.0 31.39517861122512 -152.0 56.0 54.17360886816987,311priestein Road
TRUE,craiya,spoy strela,treiria,Dorris Foreign Policy Institute,Government ,Nationalist Foreign Policy ,treiria,eshistan,osken,49.0 59.0 51.95554546092094 -270.0 35.0 14.72957390541309,257 E iethana Street
TRUE,edriawana,gescialand,fleis flye,Hannah Social Science Think Tank,Religious Corporate Corporate ,Radical Left Social Science ,fleis flye,Westerwynne,rochein,167.0 18.0 9.837056592629859 -359.0 38.0 44.029498642761006,18 E zaspoassau
TRUE,edriawana,atron,stiuca,Sophie Radical Right Think Tank,Corporate ,Radical Right Foreign Policy ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,craiya,muchaecia,blob skos,Jason Radical Left Research Institute,Corporate ,Radical Left Social Science ,blob skos,South craorhiel,priestein,83.0 59.0 27.3933007142418 -94.0 3.0 20.91937408588611,70bleuv smana Road
TRUE,edriawana,boclain,astrurg,Darol Neutral Institute,Government Religious ,Neutral Social Science ,astrurg,blaonia,greom clax,236.0 6.0 53.82039136794109 -308.0 46.0 8.575376419375603,195 N jotra Street
TRUE,edriawana,friysil,craorhiel,Betsy Nationalist Council,Corporate Government Corporate ,Nationalist Foreign Policy ,craorhiel,eshington,eshington,172.0 14.0 48.13831774304232 -358.0 54.0 17.14015040347079,304 E priestein Street
TRUE,craiya,spoy strela,ostryae,Gene Foreign Policy Research Institute,Religious ,Radical Left Foreign Policy ,ostryae,xapra,fleis flye,324.0 34.0 51.41261733038231 -44.0 1.0 25.710092897644042,269koflurg
TRUE,edriawana,stoydan,Griffinton,Borris Nationalist Council,Corporate Religious Religious ,Nationalist Foreign Policy ,Griffinton,oskait,South treiria,262.0 55.0 37.08480712396124 -293.0 30.0 48.089137166225626,218 E iupreosal Road
TRUE,edriawana,spoy strela,iupreosal,Terry Social Science Institute,Independent ,Conservative Social Science ,iupreosal,pacren,blaonia,212.0 52.0 20.038066890359055 -235.0 2.0 31.45221557649418,187 E bleuv smana Lane
TRUE,edriawana,zaspoassau,othurg,Borris Social Science Council,Independent ,Radical Right Social Science ,othurg,uthiulor,iupreosal,180.0 43.0 39.70324027448737 -192.0 42.0 18.88978353484193,329Griffinton
TRUE,edriawana,spoy strela,fleis flye,Jameson Nationalist Council,Government Religious ,Nationalist Social Science ,fleis flye,priestein,vedrijan,26.0 56.0 39.73537377461696 -290.0 33.0 54.203130635032785,20 N spoy strela Lane
TRUE,craiya,priestein,West stroum chus,Lee Social Science Research Institute,Government Religious ,Radical Right Social Science ,West stroum chus,guswouca,echya,49.0 20.0 9.193347609491688 -88.0 24.0 51.19674524920148,9 E jotra Street
TRUE,edriawana,zaspoassau,sceuw chax,Anna Radical Right Research Institute,Government Government Corporate ,Radical Right Foreign Policy ,sceuw chax,xapra,Westerwynne,297.0 48.0 17.13909404533576 -313.0 10.0 4.923479527129237,17 N pacren Lane
TRUE,craiya,swaeq sneau,gescialand,Ebzen Radical Right Research Institute,Religious ,Radical Right Foreign Policy ,gescialand,bleuv smana,glaynia,237.0 59.0 33.1333379518346 -340.0 37.0 55.253665699354634,285 E West pacren Street
TRUE,edriawana,atron,stiuca,Robert Hard Science Think Tank,Independent ,Conservative Hard Science ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,craiya,swaeq sneau,Westerwynne,Sophie Neutral Institute,Corporate ,Neutral Hard Science ,Westerwynne,osken,koflurg,293.0 2.0 16.16559946313344 -102.0 13.0 34.25130696136515,158 S steitho Lane
TRUE,edriawana,zaspoassau,sceuw chax,Terry Social Science Think Tank,Independent ,Neutral Social Science ,sceuw chax,xapra,Westerwynne,299.0 15.0 47.727290559945835 -156.0 32.0 10.998449615090763,293 E stoydan Lane
TRUE,craiya,muchaecia,blob skos,Sophie Conservative Watch,Government Corporate ,Conservative Foreign Policy ,blob skos,rochein,pruil shium,75.0 14.0 35.46976160680008 -353.0 50.0 55.20950604139937,207treiria Lane
TRUE,edriawana,atron,sceuw chax,Betsy Conservative Research Institute,Corporate Corporate Corporate ,Conservative Foreign Policy ,sceuw chax,West eshington,oskait,108.0 43.0 32.492669779303895 -205.0 48.0 58.1721526392019,128fleisau Street
TRUE,edriawana,gescialand,fleis flye,Jason Hard Science Think Tank,Corporate Corporate ,Radical Left Hard Science ,fleis flye,echya,North echya,202.0 17.0 52.200915207550445 -198.0 7.0 25.11451446044775,260 N claog fleau Street
TRUE,craiya,spoy strela,eshington,Sophie Radical Right Research Institute,Religious ,Radical Right Foreign Policy ,eshington,osnyae,ostryae,65.0 4.0 21.303877100225403 -63.0 0.0 28.512083257054993,283 N greom clax Road
TRUE,craiya,East xusheurhiel,vedrijan,Gale Hard Science Watch,Government ,Nationalist Hard Science ,vedrijan,Griffinton,boclain,132.0 59.0 56.51567287003913 -351.0 31.0 18.329037411482563,124 N steitho
TRUE,craiya,swaeq sneau,oskait,Terry Nationalist Research Institute,Independent ,Nationalist Hard Science ,oskait,West craorhiel,xapra,239.0 33.0 39.77682666208385 -233.0 3.0 13.730645278294674,125 E xusheurhiel Street
TRUE,craiya,pacren,East xapra,Elizabeth Nationalist Think Tank,Independent ,Nationalist Social Science ,East xapra,Highkeep,treiria,98.0 5.0 43.48963806789594 -207.0 22.0 17.05411362664512,297 S edriawana Road
TRUE,craiya,pacren,Highkeep,Jameson Neutral Institute,Corporate ,Neutral Social Science ,Highkeep,othurg,vedrijan,186.0 27.0 7.355969535007449 -240.0 56.0 21.98696325317955,22 S eshistan Lane
TRUE,edriawana,claog fleau,koflurg,Lee Social Science Watch,Independent ,Radical Left Social Science ,koflurg,vedrijan,oskait,171.0 56.0 40.22411883633486 -227.0 54.0 11.246957241201637,179 N stroum chus Road
TRUE,edriawana,gescialand,uthiulor,Mera Conservative Institute,Religious Religious Corporate ,Conservative Social Science ,uthiulor,bleuv smana,athon,188.0 50.0 2.162941203002961 -306.0 23.0 57.212079214177216,3 S jotra Street
TRUE,craiya,priestein,West stroum chus,Carol Radical Right Watch,Government Corporate ,Radical Right Hard Science ,West stroum chus,osken,East gescialand,180.0 48.0 28.99373446857008 -329.0 47.0 39.47310906259381,256 S osken Road
TRUE,edriawana,stoydan,xusheurhiel,Woolley Conservative Think Tank,Independent ,Conservative Foreign Policy ,xusheurhiel,osnyae,gopruyvania,5.0 25.0 38.225454401395474 -182.0 40.0 40.36731848652371,5 E rochein
TRUE,edriawana,spoy strela,rochein,Darol Radical Right Research Institute,Independent ,Radical Right Foreign Policy ,rochein,ostryae,stroum chus,37.0 18.0 27.605204758428748 -196.0 0.0 44.612690981518064,108 N iofliuland Street
TRUE,edriawana,atron,sceuw chax,Borris Radical Left Research Institute,Independent ,Radical Left Hard Science ,sceuw chax,greom clax,treiria,34.0 43.0 39.81568077590245 -42.0 29.0 11.27708759224794,64 N sceuw chax Lane
TRUE,edriawana,friysil,craorhiel,Betsy Hard Science Council,Religious Corporate Religious ,Radical Right Hard Science ,craorhiel,North steitho,odriasia,293.0 15.0 1.0928302881608962 -4.0 41.0 16.458631593295443,330 S xapra Road
TRUE,craiya,swaeq sneau,Westerwynne,Lee Foreign Policy Think Tank,Independent ,Neutral Foreign Policy ,Westerwynne,claog fleau,boclain,301.0 42.0 16.95759967866139 -278.0 28.0 2.9910774371218642,345 N osnyae Road
TRUE,edriawana,stoydan,North iethana,Elizabeth Neutral Think Tank,Religious ,Neutral Foreign Policy ,North iethana,bleuv smana,pruil shium,104.0 9.0 43.45023913619997 -297.0 36.0 17.772973256015415,331 E othurg Lane
TRUE,edriawana,atron,stiuca,Rose Hard Science Think Tank,Religious Government ,Conservative Hard Science ,stiuca,iupreosal,fleis flye,320.0 49.0 44.262181066410974 -311.0 48.0 53.406395352507914,268 N apreyles Road
TRUE,edriawana,xusheurhiel,iofliuland,Lee Foreign Policy Think Tank,Government ,Conservative Foreign Policy ,iofliuland,qotria,qotria,347.0 10.0 36.900228197681045 -208.0 38.0 38.83373060512647,85 N spoy strela Lane
